date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:51:36	28171/28171	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:36%20GMT	https://www.rocket-internet.com/news/rocket-internet-se-launches-public-delisting-self-tender-offer	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/rocket-internet-se-launches-public-delisting-self-tender-offer.html	(from https://www.rocket-internet.com/media)
14:51:37	26277/26277	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:36%20GMT	https://www.rocket-internet.com/news/rocket-internet-se-extraordinary-general-meeting-2020	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/rocket-internet-se-extraordinary-general-meeting-2020.html	(from https://www.rocket-internet.com/media)
14:51:37	26714/26714	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:37%20GMT	https://www.rocket-internet.com/news/rocket-internet-se-rocket-internet-announced-h1-2020-results-for-rocket-internet-selected-companies	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/rocket-internet-se-rocket-internet-announced-h1-2020-results-for-rocket-internet-selected-companies.html	(from https://www.rocket-internet.com/media)
14:51:37	28873/28873	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:37%20GMT	https://www.rocket-internet.com/news/rocket-internet-se-rocket-internet-startet-offentliches-delisting-ruckerwerbsangebot	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/rocket-internet-se-rocket-internet-startet-offentliches-delisting-ruckerwerbsangebot.html	(from https://www.rocket-internet.com/media)
14:51:38	26522/26522	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:38%20GMT	https://www.rocket-internet.com/news/rocket-internet-se-ausserordentliche-hauptversammlung-2020	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/rocket-internet-se-ausserordentliche-hauptversammlung-2020.html	(from https://www.rocket-internet.com/media)
14:51:38	358956/358956	---M--	200	added ('OK')	image/jpeg	etag:%22d4d0da23d524cb8774cce5f8c667b468%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/5ee322d01f3570c7112c3c06_D_05-Media_Image_without_R.jpg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/5ee322d01f3570c7112c3c06_D_05-Media_Image_without_R.jpg	(from https://www.rocket-internet.com/media)
14:51:38	27536/27536	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:38%20GMT	https://www.rocket-internet.com/news/rocket-internet-se-rocket-internet-gibt-h1-2020-ergebnisse-fur-rocket-internet-ausgewahlte-unternehmen-bekannt	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/rocket-internet-se-rocket-internet-gibt-h1-2020-ergebnisse-fur-rocket-internet-ausgewahlte-unternehmen-bekannt.html	(from https://www.rocket-internet.com/media)
14:51:39	46989/46989	---M--	200	added ('OK')	image/jpeg	etag:%2220f402c836ff0398db75d010d88bfb0b%22	https://global-uploads.webflow.com/5e9ed73e0065a034b5146da9/5f1e815c92078cfe741b685d_EdnXoa-WsAAz1WZ.jpeg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e9ed73e0065a034b5146da9/5f1e815c92078cfe741b685d_EdnXoa-WsAAz1WZ.jpg	(from https://www.rocket-internet.com/media)
14:51:39	120972/120972	---M--	200	added ('OK')	image/png	etag:%22d38922dd3fd2ffdfe93fa9db849e7503%22	https://global-uploads.webflow.com/5e9ed73e0065a034b5146da9/5f1e808cb574eadf72c40a4b_EdbzUvJXgAA4-Fp.png	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e9ed73e0065a034b5146da9/5f1e808cb574eadf72c40a4b_EdbzUvJXgAA4-Fp.png	(from https://www.rocket-internet.com/media)
14:51:40	32650/32650	---M--	200	added ('OK')	image/jpeg	etag:%22269ff5991898632f6521789cf4ffd75d%22	https://global-uploads.webflow.com/5e9ed73e0065a034b5146da9/5ee2fe0b2b8db1223c9cd46d_EaOt4p3WkAM6mVH.jpeg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e9ed73e0065a034b5146da9/5ee2fe0b2b8db1223c9cd46d_EaOt4p3WkAM6mVH.jpg	(from https://www.rocket-internet.com/media)
14:51:42	76363/76363	---M--	200	added ('OK')	image/jpeg	etag:%2210000523a7f536114db618893f265144%22	https://global-uploads.webflow.com/5e9ed73e0065a034b5146da9/5ed08916538f0ab33b995bd6_EZGGStxXQAgNjBk.jpeg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e9ed73e0065a034b5146da9/5ed08916538f0ab33b995bd6_EZGGStxXQAgNjBk.jpg	(from https://www.rocket-internet.com/media)
14:51:43	89893/89893	---M--	200	added ('OK')	image/jpeg	etag:%22d553ba1937624264c32d217ece07cf59%22	https://global-uploads.webflow.com/5e9ed73e0065a034b5146da9/5ecf3755d86042412438c2d9_EWxQs9fXkAIm-pS.jpeg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e9ed73e0065a034b5146da9/5ecf3755d86042412438c2d9_EWxQs9fXkAIm-pS.jpg	(from https://www.rocket-internet.com/media)
14:51:46	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f86ff38-4d7%22	https://www.rocket-internet.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://www.rocket-internet.com/media)
14:51:47	485734/485734	---M--	200	added ('OK')	image/jpeg	etag:%22cad6d152eda8fd39b220849851f975bc%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/5ecbade92fa1e93880b4bd17_media-oliversamwer.jpg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/5ecbade92fa1e93880b4bd17_media-oliversamwer.jpg	(from https://www.rocket-internet.com/media)
14:51:47	4159/4159	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:46%20GMT	https://www.rocket-internet.com/cdn-cgi/l/email-protection	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/cdn-cgi/l/email-protection.html	(from https://www.rocket-internet.com/imprint)
14:51:48	260128/260128	---M--	200	added ('OK')	image/jpeg	etag:%228cfea47df2800a46915d36908ae01399%22	https://global-uploads.webflow.com/5e998d8310343e62a9e92ada/5ecbade957d94b475c3bc73f_media-soheilmirpour.jpg	C:/My%20Web%20Sites/Bventur%20Services/global-uploads.webflow.com/5e998d8310343e62a9e92ada/5ecbade957d94b475c3bc73f_media-soheilmirpour.jpg	(from https://www.rocket-internet.com/media)
14:51:48	35807/35807	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:48%20GMT	https://www.rocket-internet.com/careers/rocket/co-founders	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/careers/rocket/co-founders.html	(from https://www.rocket-internet.com/careers/rocket)
14:51:49	31669/31669	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:48%20GMT	https://www.rocket-internet.com/careers/rocket/engineering	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/careers/rocket/engineering.html	(from https://www.rocket-internet.com/careers/rocket)
14:51:49	2612/2612	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Oct%202020%2006:51:49%20GMT	https://www.rocket-internet.com/careers/cf_use_ob=0;path=/	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/careers/cf_use_ob=0;path=/index.html	(from https://www.rocket-internet.com/careers/rocket)
14:51:49	5480/5480	---MC-	504	error ('Gateway%20Time-out')	text/html	date:Mon,%2019%20Oct%202020%2006:51:48%20GMT	https://www.rocket-internet.com/careers/life-in-berlin	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/careers/life-in-berlin.html	(from https://www.rocket-internet.com/)
14:51:51	40379/40379	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:51%20GMT	https://www.rocket-internet.com/careers/rocket/finance	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/careers/rocket/finance.html	(from https://www.rocket-internet.com/careers/rocket)
14:51:53	32556/32556	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:53%20GMT	https://www.rocket-internet.com/careers/rocket/legal	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/careers/rocket/legal.html	(from https://www.rocket-internet.com/careers/rocket)
14:51:53	5480/5480	---MC-	504	error ('Gateway%20Time-out')	text/html	date:Mon,%2019%20Oct%202020%2006:51:53%20GMT	https://www.rocket-internet.com/disclaimers/ricp-presentation	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/disclaimers/ricp-presentation	(from https://www.rocket-internet.com/investors/financial-information)
14:51:53	2616/2616	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Oct%202020%2006:51:53%20GMT	https://www.rocket-internet.com/investors/cf_use_ob=0;path=/	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/investors/cf_use_ob=0;path=/index.html	(from https://www.rocket-internet.com/investors/financial-information)
14:51:53	5480/5480	---MC-	504	error ('Gateway%20Time-out')	text/html	date:Mon,%2019%20Oct%202020%2006:51:53%20GMT	https://www.rocket-internet.com/disclaimers/ricp-webcast	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/disclaimers/ricp-webcast	(from https://www.rocket-internet.com/investors/financial-information)
14:51:54	5480/5480	---MC-	504	error ('Gateway%20Time-out')	text/html	date:Mon,%2019%20Oct%202020%2006:51:54%20GMT	https://www.rocket-internet.com/disclaimers/ricp-pr-en	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/disclaimers/ricp-pr-en	(from https://www.rocket-internet.com/investors/financial-information)
14:51:54	5480/5480	---MC-	504	error ('Gateway%20Time-out')	text/html	date:Mon,%2019%20Oct%202020%2006:51:54%20GMT	https://www.rocket-internet.com/disclaimers/ricp-pr-de	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/disclaimers/ricp-pr-de	(from https://www.rocket-internet.com/investors/financial-information)
14:51:55	26956/26956	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:55%20GMT	https://www.rocket-internet.com/news/rocket-internet-se-bafin-notification-of-relevant-six-months-vwap-for-the-delisting-self-tender-offer	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/rocket-internet-se-bafin-notification-of-relevant-six-months-vwap-for-the-delisting-self-tender-offer.html	(from https://www.rocket-internet.com/investors/ir-news)
14:51:55	37690/37690	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:55%20GMT	https://www.rocket-internet.com/news/rocket-internet-se-rocket-internet-se-decides-on-launch-of-public-delisting-self-tender-offer-and-convenes-extraordinary-general-meeting-parallel-share-buyback-program	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/rocket-internet-se-rocket-internet-se-decides-on-launch-of-public-delisting-self-tender-offer-and-convenes-extraordinary-general-meeting-parallel-share-buyback-program.5c.del	(from https://www.rocket-internet.com/investors/ir-news)
14:51:55	5480/5480	---MC-	504	error ('Gateway%20Time-out')	text/html	date:Mon,%2019%20Oct%202020%2006:51:55%20GMT	https://www.rocket-internet.com/news/rocket-internet-se-redemption-of-1-572-340-own-shares-completed	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/rocket-internet-se-redemption-of-1-572-340-own-shares-completed	(from https://www.rocket-internet.com/investors/ir-news)
14:51:55	30483/30483	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:55%20GMT	https://www.rocket-internet.com/news/2020-05-28-06-00-04	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2020-05-28-06-00-04.html	(from https://www.rocket-internet.com/investors/ir-news)
14:51:56	28956/28956	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:56%20GMT	https://www.rocket-internet.com/news/2020-05-15-11-48-22	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2020-05-15-11-48-22.html	(from https://www.rocket-internet.com/investors/ir-news)
14:51:56	29795/29795	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:56%20GMT	https://www.rocket-internet.com/news/2020-04-02-05-55-02	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2020-04-02-05-55-02.html	(from https://www.rocket-internet.com/investors/ir-news)
14:51:56	30663/30663	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:56%20GMT	https://www.rocket-internet.com/news/2020-03-02-06-47-19	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2020-03-02-06-47-19.html	(from https://www.rocket-internet.com/investors/ir-news)
14:51:57	27721/27721	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:57%20GMT	https://www.rocket-internet.com/news/2020-01-30-14-55-37	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2020-01-30-14-55-37.html	(from https://www.rocket-internet.com/investors/ir-news)
14:51:57	27400/27400	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:57%20GMT	https://www.rocket-internet.com/news/rocket-internet-se-bafin-teilt-massgeblichen-sechs-monats-durchschnittskurs-fur-das-delisting-ruckerwerbsangebot-mit	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/rocket-internet-se-bafin-teilt-massgeblichen-sechs-monats-durchschnittskurs-fur-das-delisting-ruckerwerbsangebot-mit.html	(from https://www.rocket-internet.com/investors/ir-news)
14:51:57	24126/24126	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:57%20GMT	https://www.rocket-internet.com/news/rocket-internet-se-einziehung-von-1-572-340-eigenen-aktien-durchgefuhrt	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/rocket-internet-se-einziehung-von-1-572-340-eigenen-aktien-durchgefuhrt.html	(from https://www.rocket-internet.com/investors/ir-news)
14:51:57	38030/38030	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:57%20GMT	https://www.rocket-internet.com/news/rocket-internet-se-rocket-internet-se-beschliesst-abgabe-eines-offentlichen-delisting-ruckerwerbsangebots-und-beruft-dafur-ausserordentliche-hauptversammlung-ein-paralleles-aktienruckkaufprogramm-2	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/rocket-internet-se-rocket-internet-se-beschliesst-abgabe-eines-offentlichen-delisting-ruckerwerbsangebots-und-beruft-dafur-ausserordentliche-hauptversammlung-ein-paralleles-a	(from https://www.rocket-internet.com/investors/ir-news)
14:51:58	31463/31463	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:58%20GMT	https://www.rocket-internet.com/news/2020-05-28-06-00-04-d	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2020-05-28-06-00-04-d.html	(from https://www.rocket-internet.com/investors/ir-news)
14:51:58	29305/29305	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:58%20GMT	https://www.rocket-internet.com/news/2020-05-15-11-48-22-e	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2020-05-15-11-48-22-e.html	(from https://www.rocket-internet.com/investors/ir-news)
14:51:58	30626/30626	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:58%20GMT	https://www.rocket-internet.com/news/2020-04-02-05-55-02-1	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2020-04-02-05-55-02-1.html	(from https://www.rocket-internet.com/investors/ir-news)
14:51:59	31609/31609	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:59%20GMT	https://www.rocket-internet.com/news/2020-03-02-06-47-19-2	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2020-03-02-06-47-19-2.html	(from https://www.rocket-internet.com/investors/ir-news)
14:51:59	28062/28062	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:59%20GMT	https://www.rocket-internet.com/news/2020-01-30-14-55-37-7	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2020-01-30-14-55-37-7.html	(from https://www.rocket-internet.com/investors/ir-news)
14:51:59	29653/29653	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:59%20GMT	https://www.rocket-internet.com/news/2019-12-20-18-34-07	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2019-12-20-18-34-07.html	(from https://www.rocket-internet.com/investors/ir-news)
14:51:59	30671/30671	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:59%20GMT	https://www.rocket-internet.com/news/2019-11-26-07-00-12	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2019-11-26-07-00-12.html	(from https://www.rocket-internet.com/investors/ir-news)
14:51:59	28014/28014	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:51:59%20GMT	https://www.rocket-internet.com/news/2019-10-09-07-54-02	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2019-10-09-07-54-02.html	(from https://www.rocket-internet.com/investors/ir-news)
14:52:00	30541/30541	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:52:00%20GMT	https://www.rocket-internet.com/news/2019-09-19-06-00-05	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2019-09-19-06-00-05.html	(from https://www.rocket-internet.com/investors/ir-news)
14:52:00	28850/28850	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:52:00%20GMT	https://www.rocket-internet.com/news/2019-06-06-11-49-02	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2019-06-06-11-49-02.html	(from https://www.rocket-internet.com/investors/ir-news)
14:52:00	30251/30251	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:52:00%20GMT	https://www.rocket-internet.com/news/2019-05-29-06-00-07	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2019-05-29-06-00-07.html	(from https://www.rocket-internet.com/investors/ir-news)
14:52:00	30911/30911	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:52:00%20GMT	https://www.rocket-internet.com/news/2019-05-14-06-00-07	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2019-05-14-06-00-07.html	(from https://www.rocket-internet.com/investors/ir-news)
14:52:00	30933/30933	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:52:00%20GMT	https://www.rocket-internet.com/news/2019-05-13-15-40-02	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2019-05-13-15-40-02.html	(from https://www.rocket-internet.com/investors/ir-news)
14:52:01	28486/28486	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:52:01%20GMT	https://www.rocket-internet.com/news/2019-05-13-06-00-02	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2019-05-13-06-00-02.html	(from https://www.rocket-internet.com/investors/ir-news)
14:52:01	31346/31346	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:52:01%20GMT	https://www.rocket-internet.com/news/2019-04-04-06-00-02	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2019-04-04-06-00-02.html	(from https://www.rocket-internet.com/investors/ir-news)
14:52:01	28438/28438	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:52:01%20GMT	https://www.rocket-internet.com/news/2019-02-26-07-00-02	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2019-02-26-07-00-02.html	(from https://www.rocket-internet.com/investors/ir-news)
14:52:02	28037/28037	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:52:01%20GMT	https://www.rocket-internet.com/news/2019-02-01-21-59-22	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2019-02-01-21-59-22.html	(from https://www.rocket-internet.com/investors/ir-news)
14:52:02	30437/30437	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:52:02%20GMT	https://www.rocket-internet.com/news/2019-12-20-18-34-07-d	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2019-12-20-18-34-07-d.html	(from https://www.rocket-internet.com/investors/ir-news)
14:52:02	31733/31733	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:52:02%20GMT	https://www.rocket-internet.com/news/2019-11-26-07-00-12-4	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2019-11-26-07-00-12-4.html	(from https://www.rocket-internet.com/investors/ir-news)
14:52:03	28582/28582	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:52:03%20GMT	https://www.rocket-internet.com/news/2019-10-09-07-54-02-7	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2019-10-09-07-54-02-7.html	(from https://www.rocket-internet.com/investors/ir-news)
14:52:03	31118/31118	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:52:03%20GMT	https://www.rocket-internet.com/news/2019-09-19-06-00-05-8	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2019-09-19-06-00-05-8.html	(from https://www.rocket-internet.com/investors/ir-news)
14:52:03	29247/29247	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:52:03%20GMT	https://www.rocket-internet.com/news/2019-06-06-11-49-02-f	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2019-06-06-11-49-02-f.html	(from https://www.rocket-internet.com/investors/ir-news)
14:52:04	31195/31195	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:52:04%20GMT	https://www.rocket-internet.com/news/2019-05-29-06-00-07-1	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2019-05-29-06-00-07-1.html	(from https://www.rocket-internet.com/investors/ir-news)
14:52:04	31682/31682	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:52:04%20GMT	https://www.rocket-internet.com/news/2019-05-14-06-00-07-8	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2019-05-14-06-00-07-8.html	(from https://www.rocket-internet.com/investors/ir-news)
14:52:04	31671/31671	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:52:04%20GMT	https://www.rocket-internet.com/news/2019-05-13-15-40-02-a	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2019-05-13-15-40-02-a.html	(from https://www.rocket-internet.com/investors/ir-news)
14:52:04	28850/28850	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:52:04%20GMT	https://www.rocket-internet.com/news/2019-05-13-06-00-02-f	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2019-05-13-06-00-02-f.html	(from https://www.rocket-internet.com/investors/ir-news)
14:52:05	32313/32313	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:52:04%20GMT	https://www.rocket-internet.com/news/2019-04-04-06-00-02-2	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2019-04-04-06-00-02-2.html	(from https://www.rocket-internet.com/investors/ir-news)
14:52:05	28680/28680	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:52:05%20GMT	https://www.rocket-internet.com/news/2019-02-26-07-00-02-e	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2019-02-26-07-00-02-e.html	(from https://www.rocket-internet.com/investors/ir-news)
14:52:06	28558/28558	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:52:06%20GMT	https://www.rocket-internet.com/news/2019-02-01-21-59-22-8	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2019-02-01-21-59-22-8.html	(from https://www.rocket-internet.com/investors/ir-news)
14:52:07	27818/27818	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:52:07%20GMT	https://www.rocket-internet.com/news/2018-12-06-16-06-37	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2018-12-06-16-06-37.html	(from https://www.rocket-internet.com/investors/ir-news)
14:52:07	32124/32124	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:52:07%20GMT	https://www.rocket-internet.com/news/2018-11-30-07-00-12	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2018-11-30-07-00-12.html	(from https://www.rocket-internet.com/investors/ir-news)
14:52:07	27653/27653	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:52:07%20GMT	https://www.rocket-internet.com/news/2018-11-20-07-00-02	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2018-11-20-07-00-02.html	(from https://www.rocket-internet.com/investors/ir-news)
14:52:07	31381/31381	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:52:07%20GMT	https://www.rocket-internet.com/news/2018-09-20-05-40-42	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2018-09-20-05-40-42.html	(from https://www.rocket-internet.com/investors/ir-news)
14:52:08	27647/27647	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:52:08%20GMT	https://www.rocket-internet.com/news/2018-09-07-06-00-02	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2018-09-07-06-00-02.html	(from https://www.rocket-internet.com/investors/ir-news)
14:52:08	28513/28513	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:52:08%20GMT	https://www.rocket-internet.com/news/2018-08-20-05-35-32	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2018-08-20-05-35-32.html	(from https://www.rocket-internet.com/investors/ir-news)
14:52:08	26427/26427	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:52:08%20GMT	https://www.rocket-internet.com/news/2018-07-19-14-17-31	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2018-07-19-14-17-31.html	(from https://www.rocket-internet.com/investors/ir-news)
14:52:09	26961/26961	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:52:08%20GMT	https://www.rocket-internet.com/news/2018-07-12-17-21-37	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2018-07-12-17-21-37.html	(from https://www.rocket-internet.com/investors/ir-news)
14:52:09	55104/55104	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Oct%202020%2006:52:09%20GMT	https://www.rocket-internet.com/news/2018-07-11-06-30-23	C:/My%20Web%20Sites/Bventur%20Services/www.rocket-internet.com/news/2018-07-11-06-30-23.html	(from https://www.rocket-internet.com/investors/ir-news)
